,election_date,election_type,nuts_2_code,nuts_2_name,type,name,votes
0,2002-04-07,parliament,HU11,Budapest,0,eligible_voters,1409931.0
1,2002-04-07,parliament,HU11,Budapest,1,issued_ballots,1102735.0
2,2002-04-07,parliament,HU11,Budapest,2,centrum,62563.0
3,2002-04-07,parliament,HU11,Budapest,2,fidesz mdf,345181.0
4,2002-04-07,parliament,HU11,Budapest,2,fkgp,2954.0
5,2002-04-07,parliament,HU11,Budapest,2,miep,76063.0
6,2002-04-07,parliament,HU11,Budapest,2,mszp,482323.0
7,2002-04-07,parliament,HU11,Budapest,2,munkas,19636.0
8,2002-04-07,parliament,HU11,Budapest,2,szdsz,104474.0
9,2002-04-07,parliament,HU12,Pest,0,eligible_voters,845729.0
10,2002-04-07,parliament,HU12,Pest,1,issued_ballots,599878.0
11,2002-04-07,parliament,HU12,Pest,2,centrum,23468.0
12,2002-04-07,parliament,HU12,Pest,2,fidesz mdf,243567.0
13,2002-04-07,parliament,HU12,Pest,2,fkgp,4102.0
14,2002-04-07,parliament,HU12,Pest,2,miep,33559.0
15,2002-04-07,parliament,HU12,Pest,2,mszp,239008.0
16,2002-04-07,parliament,HU12,Pest,2,munkas,9356.0
17,2002-04-07,parliament,HU12,Pest,2,szdsz,39468.0
18,2002-04-07,parliament,HU12,Pest,2,uj bal,1002.0
19,2002-04-07,parliament,HU21,Közép-Dunántúl,0,eligible_voters,877713.0
20,2002-04-07,parliament,HU21,Közép-Dunántúl,1,issued_ballots,625715.0
21,2002-04-07,parliament,HU21,Közép-Dunántúl,2,centrum,22503.0
22,2002-04-07,parliament,HU21,Közép-Dunántúl,2,fidesz mdf,266359.0
23,2002-04-07,parliament,HU21,Közép-Dunántúl,2,fkgp,3168.0
24,2002-04-07,parliament,HU21,Közép-Dunántúl,2,kisgazdapart,450.0
25,2002-04-07,parliament,HU21,Közép-Dunántúl,2,miep,20341.0
26,2002-04-07,parliament,HU21,Közép-Dunántúl,2,mszp,262736.0
27,2002-04-07,parliament,HU21,Közép-Dunántúl,2,munkas,11992.0
