,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parlamento europeo | Mayo 2014 | Resultados por provincia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PARTIDO POPULAR,,PARTIDO SOCIALISTA OBRERO ESPAÑOL,,"IZQUIERDA UNIDA, INICIATIVA PER CATALUNYA VERDS, ESQUERRA UNIDA I ALTERNATIVA, ANOVA-IRMANDADE NACIONALISTA, ESPAZO ECOSOCIALISTA GALEGO, BATZARRE-ASAMBLEA DE IZQUIERDAS, FEDERACION LOS VERDES, OPCIÓ VERDA-ELS VERDS, GIRA MADRID-LOS VERDES, CONSTRUYENDO LA IZQUIERDA-ALTERNATIVA SOCIALISTA, EZKERREKO EKIMENA-ETORKIZUNA IRATZARRI: LA IZQUIERDA PLURAL",,PODEMOS,,UNIÓN PROGRESO Y DEMOCRACIA,,COALICIÓN POR EUROPA,,L' ESQUERRA PEL DRET A DECIDIR,,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,,LOS PUEBLOS DECIDEN,,PRIMAVERA EUROPEA,,VOX,,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,,ESCAÑOS EN BLANCO,,"MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOVIMIENTO RED",,"PARTIDO X, PARTIDO DEL FUTURO",,PARTIDO ANDALUCISTA,,CONFEDERACIÓN PIRATA-EUROPEAN PIRATES,,FORO DE CIUDADANOS,,AGRUPACIÓN DE ELECTORES D.E.R.,,AGRUPACIÓN DE ELECTORES RECORTES CERO,,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,,INICIATIVA FEMINISTA,,FALANGE ESPAÑOLA DE LAS J.O.N.S.,,CIUDADANOS LIBRES UNIDOS,,IMPULSO SOCIAL,,LA ESPAÑA EN MARCHA,,PARTIDO HUMANISTA,,DEMOCRACIA NACIONAL,,PROYECTO EUROPA,,PARTIDO DA TERRA,,PARTIDO DE LA LIBERTAD INDIVIDUAL,,MOVIMIENTO SOCIAL REPUBLICANO,,EXTREMADURA UNIDA,,ALTERNATIVA REPUBLICANA,,"POR LA REPÚBLICA, POR LA RUPTURA CON LA UNIÓN EUROPEA",,SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA,,SALAMANCA-ZAMORA-LEÓN PREPAL,,EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX,,MOVIMIENTO CORRIENTE ROJA,
,,,,,,,,,,,,,,,,P.P.,,PSOE,,LA IZQUIERDA PLURAL,,PODEMOS,,UPyD,,CEU,,EPDD,,C's,,LPD,,PRIMAVERA EUROPEA,,VOX,,PACMA,,EB,,MOVIMIENTO RED,,PARTIDO X,,PARTIDO ANDALUCISTA,,PIRATAS,,F.A.C.,,DISCAPACITADOS Y ENFERMEDADES RARAS,,RECORTES CERO,,P.C.P.E.,,I.Fem,,FE de las JONS,,CILUS,,ImpulsoSocial,,LEM,,PH,,D.N.,,ACNV-BAR-PRAO-R.E.P.O-UNIO,,PT,,P-LIB,,M.S.R.,,EXTREMADURA UNIDA,,ALTER,,RRUE,,SAIn,,PREPAL,,IPEX-PREX-CREX,,M.C.R.,
Nombre de Comunidad,Código de Provincia,Nombre de Provincia,Población,Número de mesas,Censo electoral sin CERA,Censo CERA,Total censo electoral,Solicitudes voto CERA aceptadas,Total votantes CER,Total votantes CERA,Total votantes,Votos válidos,Votos a candidaturas,Votos en blanco,Votos nulos,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados
Andalucía                     ,4,Almería                       ,699329,638,459256,33798,493054,1166,185925,566,186491,183294,178402,4892,3197,64274,0,60323,0,13888,0,10307,0,12045,0,96,0,68,0,4465,0,144,0,1796,0,1803,0,1312,0,752,0,1119,0,958,0,2079,0,270,0,178,0,242,0,183,0,219,0,173,0,229,0,181,0,86,0,161,0,126,0,230,0,137,0,50,0,66,0,78,0,21,0,64,0,75,0,64,0,53,0,35,0,52,0
Andalucía                     ,11,Cádiz                         ,1238492,1236,968969,22739,991708,842,364585,343,364928,359738,349358,10380,5190,85185,0,111249,0,43521,0,38496,0,27081,0,215,0,149,0,6455,0,424,0,2928,0,3485,0,4546,0,2438,0,2186,0,2921,0,10264,0,622,0,624,0,664,0,613,0,621,0,640,0,372,0,420,0,343,0,303,0,364,0,228,0,129,0,120,0,204,0,233,0,94,0,361,0,347,0,82,0,89,0,122,0,220,0
Andalucía                     ,14,Córdoba                       ,802422,837,640796,14954,655750,646,291326,255,291581,285629,276509,9120,5952,77290,0,100093,0,42467,0,15531,0,16433,0,82,0,66,0,3241,0,170,0,2899,0,2912,0,1829,0,1668,0,1311,0,1455,0,4552,0,291,0,268,0,482,0,339,0,705,0,222,0,359,0,219,0,222,0,188,0,171,0,179,0,93,0,72,0,92,0,116,0,54,0,59,0,111,0,118,0,45,0,42,0,63,0
Andalucía                     ,18,Granada                       ,919319,968,706537,40612,747149,1406,322881,907,323788,317524,309964,7560,6264,89794,0,112124,0,33826,0,19304,0,21727,0,106,0,97,0,6121,0,266,0,3167,0,5808,0,2035,0,1556,0,1996,0,2372,0,4037,0,396,0,282,0,492,0,584,0,614,0,288,0,445,0,243,0,281,0,216,0,225,0,145,0,397,0,96,0,170,0,151,0,40,0,115,0,132,0,133,0,80,0,43,0,60,0
Andalucía                     ,21,Huelva                        ,520668,508,393241,5813,399054,196,149857,95,149952,146828,142616,4212,3124,37203,0,60707,0,14049,0,9281,0,8193,0,55,0,47,0,1670,0,101,0,1024,0,914,0,1306,0,1159,0,1362,0,757,0,2236,0,231,0,119,0,249,0,185,0,230,0,137,0,149,0,132,0,110,0,72,0,114,0,178,0,69,0,47,0,70,0,73,0,56,0,95,0,106,0,38,0,25,0,30,0,37,0
Andalucía                     ,23,Jaén                          ,664916,710,525352,10339,535691,346,260791,206,260997,254896,248503,6393,6101,73671,0,108995,0,24418,0,11084,0,13625,0,74,0,63,0,2232,0,140,0,1406,0,1887,0,1309,0,939,0,888,0,769,0,3533,0,229,0,156,0,261,0,375,0,341,0,189,0,258,0,188,0,228,0,127,0,109,0,148,0,150,0,47,0,88,0,90,0,33,0,103,0,59,0,188,0,40,0,27,0,36,0
Andalucía                     ,29,Málaga                        ,1652999,1420,1130299,40640,1170939,1333,472951,934,473885,466412,454122,12290,7473,119113,0,140554,0,59059,0,34437,0,43058,0,254,0,199,0,11132,0,483,0,4906,0,7342,0,6176,0,3107,0,3731,0,4199,0,5289,0,907,0,570,0,1841,0,1024,0,999,0,655,0,676,0,540,0,428,0,499,0,521,0,258,0,228,0,209,0,351,0,237,0,127,0,328,0,199,0,202,0,78,0,81,0,125,0
Andalucía                     ,41,Sevilla                       ,1942155,1865,1496795,26036,1522831,1092,674903,570,675473,663126,645927,17199,12347,146792,0,246456,0,79973,0,52025,0,48949,0,229,0,192,0,11154,0,456,0,7430,0,8256,0,6512,0,3389,0,4155,0,5051,0,13472,0,1119,0,490,0,1040,0,974,0,832,0,834,0,801,0,629,0,681,0,476,0,442,0,311,0,198,0,161,0,339,0,324,0,148,0,275,0,304,0,412,0,232,0,122,0,292,0
