COLLEGIO;COMUNE;ELETTORI_TOTALI;ELETTORI_MASCHI;VOTANTI_TOTALI;VOTANTI_MASCHI;SCHEDE_BIANCHE;LISTA;VOTI_LISTA;ELETTO;COGNOME;NOME;SESSO
VALLE D'AOSTA;ALLEIN;196;98;152;79;4;UNION VALDOTAINE PROGRESSISTE;43;N;VIERIN;LAURENT;M
VALLE D'AOSTA;ALLEIN;196;98;152;79;4;FRATELLI D'ITALIA;4;N;MELONI;GIORGIA;F
VALLE D'AOSTA;ALLEIN;196;98;152;79;4;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;21;N;COGNETTA;ROBERTO UGO MASSIMO;M
VALLE D'AOSTA;ALLEIN;196;98;152;79;4;AUTONOMIE LIBERTE' DEMOCRATIE;7;N;GUICHARDAZ;JEAN PIERRE;M
VALLE D'AOSTA;ALLEIN;196;98;152;79;4;NATION VAL D'OUTA;0;N;CAMPION;EROS;M
VALLE D'AOSTA;ALLEIN;196;98;152;79;4;FARE PER FERMARE IL DECLINO;0;N;BUILLET;FABRIZIO;M
VALLE D'AOSTA;ALLEIN;196;98;152;79;4;VALLEE D'AOSTE;63;E;MARGUERETTAZ;RUDI FRANCO;M
VALLE D'AOSTA;ALLEIN;196;98;152;79;4;UNIONE DI CENTRO;0;N;BRINGHEN;LUCA;M
VALLE D'AOSTA;ALLEIN;196;98;152;79;4;CASAPOUND ITALIA;1;N;LADU;ANDREA;M
VALLE D'AOSTA;ALLEIN;196;98;152;79;4;LEGA NORD;2;N;SPELGATTI;NICOLETTA;F
VALLE D'AOSTA;ANTEY-SAINT-ANDRE';481;237;395;198;6;UNION VALDOTAINE PROGRESSISTE;100;N;VIERIN;LAURENT;M
VALLE D'AOSTA;ANTEY-SAINT-ANDRE';481;237;395;198;6;FRATELLI D'ITALIA;18;N;MELONI;GIORGIA;F
VALLE D'AOSTA;ANTEY-SAINT-ANDRE';481;237;395;198;6;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;64;N;COGNETTA;ROBERTO UGO MASSIMO;M
VALLE D'AOSTA;ANTEY-SAINT-ANDRE';481;237;395;198;6;AUTONOMIE LIBERTE' DEMOCRATIE;62;N;GUICHARDAZ;JEAN PIERRE;M
VALLE D'AOSTA;ANTEY-SAINT-ANDRE';481;237;395;198;6;NATION VAL D'OUTA;0;N;CAMPION;EROS;M
VALLE D'AOSTA;ANTEY-SAINT-ANDRE';481;237;395;198;6;FARE PER FERMARE IL DECLINO;3;N;BUILLET;FABRIZIO;M
VALLE D'AOSTA;ANTEY-SAINT-ANDRE';481;237;395;198;6;VALLEE D'AOSTE;107;E;MARGUERETTAZ;RUDI FRANCO;M
VALLE D'AOSTA;ANTEY-SAINT-ANDRE';481;237;395;198;6;UNIONE DI CENTRO;4;N;BRINGHEN;LUCA;M
VALLE D'AOSTA;ANTEY-SAINT-ANDRE';481;237;395;198;6;CASAPOUND ITALIA;0;N;LADU;ANDREA;M
VALLE D'AOSTA;ANTEY-SAINT-ANDRE';481;237;395;198;6;LEGA NORD;17;N;SPELGATTI;NICOLETTA;F
VALLE D'AOSTA;AOSTA;27291;12707;20475;9731;374;UNION VALDOTAINE PROGRESSISTE;3250;N;VIERIN;LAURENT;M
VALLE D'AOSTA;AOSTA;27291;12707;20475;9731;374;FRATELLI D'ITALIA;1094;N;MELONI;GIORGIA;F
VALLE D'AOSTA;AOSTA;27291;12707;20475;9731;374;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;3839;N;COGNETTA;ROBERTO UGO MASSIMO;M
VALLE D'AOSTA;AOSTA;27291;12707;20475;9731;374;AUTONOMIE LIBERTE' DEMOCRATIE;5077;N;GUICHARDAZ;JEAN PIERRE;M
VALLE D'AOSTA;AOSTA;27291;12707;20475;9731;374;NATION VAL D'OUTA;43;N;CAMPION;EROS;M
VALLE D'AOSTA;AOSTA;27291;12707;20475;9731;374;FARE PER FERMARE IL DECLINO;249;N;BUILLET;FABRIZIO;M
VALLE D'AOSTA;AOSTA;27291;12707;20475;9731;374;VALLEE D'AOSTE;4407;E;MARGUERETTAZ;RUDI FRANCO;M
VALLE D'AOSTA;AOSTA;27291;12707;20475;9731;374;UNIONE DI CENTRO;532;N;BRINGHEN;LUCA;M
VALLE D'AOSTA;AOSTA;27291;12707;20475;9731;374;CASAPOUND ITALIA;140;N;LADU;ANDREA;M
VALLE D'AOSTA;AOSTA;27291;12707;20475;9731;374;LEGA NORD;703;N;SPELGATTI;NICOLETTA;F
VALLE D'AOSTA;ARNAD;1058;494;853;409;21;UNION VALDOTAINE PROGRESSISTE;290;N;VIERIN;LAURENT;M
VALLE D'AOSTA;ARNAD;1058;494;853;409;21;FRATELLI D'ITALIA;18;N;MELONI;GIORGIA;F
VALLE D'AOSTA;ARNAD;1058;494;853;409;21;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;117;N;COGNETTA;ROBERTO UGO MASSIMO;M
VALLE D'AOSTA;ARNAD;1058;494;853;409;21;AUTONOMIE LIBERTE' DEMOCRATIE;110;N;GUICHARDAZ;JEAN PIERRE;M
VALLE D'AOSTA;ARNAD;1058;494;853;409;21;NATION VAL D'OUTA;0;N;CAMPION;EROS;M
VALLE D'AOSTA;ARNAD;1058;494;853;409;21;FARE PER FERMARE IL DECLINO;3;N;BUILLET;FABRIZIO;M
VALLE D'AOSTA;ARNAD;1058;494;853;409;21;VALLEE D'AOSTE;219;E;MARGUERETTAZ;RUDI FRANCO;M
VALLE D'AOSTA;ARNAD;1058;494;853;409;21;UNIONE DI CENTRO;11;N;BRINGHEN;LUCA;M
VALLE D'AOSTA;ARNAD;1058;494;853;409;21;CASAPOUND ITALIA;0;N;LADU;ANDREA;M
VALLE D'AOSTA;ARNAD;1058;494;853;409;21;LEGA NORD;20;N;SPELGATTI;NICOLETTA;F
VALLE D'AOSTA;ARVIER;692;345;551;273;10;UNION VALDOTAINE PROGRESSISTE;107;N;VIERIN;LAURENT;M
VALLE D'AOSTA;ARVIER;692;345;551;273;10;FRATELLI D'ITALIA;8;N;MELONI;GIORGIA;F
VALLE D'AOSTA;ARVIER;692;345;551;273;10;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;70;N;COGNETTA;ROBERTO UGO MASSIMO;M
VALLE D'AOSTA;ARVIER;692;345;551;273;10;AUTONOMIE LIBERTE' DEMOCRATIE;162;N;GUICHARDAZ;JEAN PIERRE;M
VALLE D'AOSTA;ARVIER;692;345;551;273;10;NATION VAL D'OUTA;0;N;CAMPION;EROS;M
VALLE D'AOSTA;ARVIER;692;345;551;273;10;FARE PER FERMARE IL DECLINO;3;N;BUILLET;FABRIZIO;M
VALLE D'AOSTA;ARVIER;692;345;551;273;10;VALLEE D'AOSTE;152;E;MARGUERETTAZ;RUDI FRANCO;M
VALLE D'AOSTA;ARVIER;692;345;551;273;10;UNIONE DI CENTRO;1;N;BRINGHEN;LUCA;M
VALLE D'AOSTA;ARVIER;692;345;551;273;10;CASAPOUND ITALIA;3;N;LADU;ANDREA;M
VALLE D'AOSTA;ARVIER;692;345;551;273;10;LEGA NORD;20;N;SPELGATTI;NICOLETTA;F
VALLE D'AOSTA;AVISE;231;120;195;107;11;UNION VALDOTAINE PROGRESSISTE;68;N;VIERIN;LAURENT;M
VALLE D'AOSTA;AVISE;231;120;195;107;11;FRATELLI D'ITALIA;3;N;MELONI;GIORGIA;F
VALLE D'AOSTA;AVISE;231;120;195;107;11;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;23;N;COGNETTA;ROBERTO UGO MASSIMO;M
VALLE D'AOSTA;AVISE;231;120;195;107;11;AUTONOMIE LIBERTE' DEMOCRATIE;44;N;GUICHARDAZ;JEAN PIERRE;M
VALLE D'AOSTA;AVISE;231;120;195;107;11;NATION VAL D'OUTA;0;N;CAMPION;EROS;M
VALLE D'AOSTA;AVISE;231;120;195;107;11;FARE PER FERMARE IL DECLINO;2;N;BUILLET;FABRIZIO;M
VALLE D'AOSTA;AVISE;231;120;195;107;11;VALLEE D'AOSTE;34;E;MARGUERETTAZ;RUDI FRANCO;M
VALLE D'AOSTA;AVISE;231;120;195;107;11;UNIONE DI CENTRO;2;N;BRINGHEN;LUCA;M
VALLE D'AOSTA;AVISE;231;120;195;107;11;CASAPOUND ITALIA;2;N;LADU;ANDREA;M
VALLE D'AOSTA;AVISE;231;120;195;107;11;LEGA NORD;2;N;SPELGATTI;NICOLETTA;F
VALLE D'AOSTA;AYAS;1021;518;733;380;14;UNION VALDOTAINE PROGRESSISTE;225;N;VIERIN;LAURENT;M
VALLE D'AOSTA;AYAS;1021;518;733;380;14;FRATELLI D'ITALIA;24;N;MELONI;GIORGIA;F
VALLE D'AOSTA;AYAS;1021;518;733;380;14;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;95;N;COGNETTA;ROBERTO UGO MASSIMO;M
VALLE D'AOSTA;AYAS;1021;518;733;380;14;AUTONOMIE LIBERTE' DEMOCRATIE;68;N;GUICHARDAZ;JEAN PIERRE;M
VALLE D'AOSTA;AYAS;1021;518;733;380;14;NATION VAL D'OUTA;1;N;CAMPION;EROS;M
VALLE D'AOSTA;AYAS;1021;518;733;380;14;FARE PER FERMARE IL DECLINO;12;N;BUILLET;FABRIZIO;M
VALLE D'AOSTA;AYAS;1021;518;733;380;14;VALLEE D'AOSTE;217;E;MARGUERETTAZ;RUDI FRANCO;M
VALLE D'AOSTA;AYAS;1021;518;733;380;14;UNIONE DI CENTRO;11;N;BRINGHEN;LUCA;M
VALLE D'AOSTA;AYAS;1021;518;733;380;14;CASAPOUND ITALIA;1;N;LADU;ANDREA;M
VALLE D'AOSTA;AYAS;1021;518;733;380;14;LEGA NORD;32;N;SPELGATTI;NICOLETTA;F
VALLE D'AOSTA;AYMAVILLES;1596;793;1238;629;22;UNION VALDOTAINE PROGRESSISTE;396;N;VIERIN;LAURENT;M
VALLE D'AOSTA;AYMAVILLES;1596;793;1238;629;22;FRATELLI D'ITALIA;34;N;MELONI;GIORGIA;F
VALLE D'AOSTA;AYMAVILLES;1596;793;1238;629;22;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;222;N;COGNETTA;ROBERTO UGO MASSIMO;M
VALLE D'AOSTA;AYMAVILLES;1596;793;1238;629;22;AUTONOMIE LIBERTE' DEMOCRATIE;204;N;GUICHARDAZ;JEAN PIERRE;M
VALLE D'AOSTA;AYMAVILLES;1596;793;1238;629;22;NATION VAL D'OUTA;3;N;CAMPION;EROS;M
VALLE D'AOSTA;AYMAVILLES;1596;793;1238;629;22;FARE PER FERMARE IL DECLINO;12;N;BUILLET;FABRIZIO;M
VALLE D'AOSTA;AYMAVILLES;1596;793;1238;629;22;VALLEE D'AOSTE;242;E;MARGUERETTAZ;RUDI FRANCO;M
VALLE D'AOSTA;AYMAVILLES;1596;793;1238;629;22;UNIONE DI CENTRO;6;N;BRINGHEN;LUCA;M
